,make,model,model_yr,body_style,vehicle_type,drive_train,production_release,vehicle_class,body_frame,num_of_seating,seat_loc,seat_loc_comments,min_gross_weight,max_gross_weight,upper_belt_anchorage,upper_belt_anchorage_loc,seat_belt_pretensioner,seat_belt_pretensioner_loc,load_limiters,load_limiters_loc,frnt_belt_indicator,frnt_belt_loc,rear_belt_indicator,latch_rear_position,head_sab,head_sab_type,head_sab_loc,head_sab_mount_loc,head_sab_meet_requirements,head_sab_deploy_in_rollover,torso_sab,torso_sab_type,torso_sab_loc,torso_sab_mount_loc,knee_bolsters,knee_bolsters_loc,adl,head_restraint_ind,dynamic_head_restraint_ind,beti,blind_spot_detection,day_run_lights,adaptive_cruise_control,abs,ars,ars_loc,auto_crash_notification,crash_data_recorder,anti_theft_device,anti_theft_device_type,frnt_collision_warning,nhtsa_frnt_collision_warning,nhtsa_fcw_evaluation,lane_departure_warning,nhtsa_lane_departure_warning,nhtsa_ldw_evaluation,crash_imminent_brake,nhtsa_crash_imminent_brake,nhtsa_cib_evaluation,dynamic_brake_support,nhtsa_dynamic_brake_support,nhtsa_dbs_evaluation,nhtsa_esc,pelvis_sab,pelvis_sab_type,pelvis_sab_loc,pelvis_sab_mount_loc,overall_stars,frnt_test_no,frnt_vin,frnt_driv_stars,frnt_pass_stars,frnt_safety_concern_driv,frnt_safety_concern_pass,frnt_foot_notes,frnt_foot_notes_pass,overall_frnt_stars,curb_weight,frnt_tested_with,hic15_driv,chest_defl_driv,left_femur_driv,right_femur_driv,nij_driv,neck_tens_driv,net_comp_driv,hic15_pass,chest_defl_pass,left_femur_pass,right_femur_pass,nij_pass,neck_tens_pass,net_comp_pass,side_test_no,side_vin,side_driv_stars,side_pass_stars,side_barrier_star,comb_frnt_star,comb_rear_star,side_safety_concern_driv,side_safety_concern_pass,side_foot_notes,side_foot_notes_pass,overall_side_stars,side_tested_with,side_hic_36_driv,rib_deflection_driv,abdomen_force_driv,symphysis_force_driv,side_hic_36_pass,pelvic_force_pass,pole_test_no,pole_vin,side_pole_stars,pole_safety_concern,pole_foot_notes,pole_tested_with,pole_hic_36_driv,pelvic_force,rollover_possibility,static_stabi_factor,tip,roll_safety_concern,roll_foot_notes,rollover_stars,nhtsa_backup_camera,backup_camera
4903,BMW,8 SERIES,2020,C,PC,RWD,1,,Uni-Body,4,"1,3,4,6",-,5545.0,5545.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Head/Torso,"1,3",Seat,Yes,,Standard,Torso,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,No,,Optional,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4906,BMW,ALPINA B7,2020,4 DR,PC,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,6030.0,6030.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6","1,3",,Standard, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,No,,Standard,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4907,BMW,I3 BEV,2020,5 HB,PC,RWD,1,,Uni-Body,4,"1,3,4,6",-,3915.0,3915.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,No,No,,Optional,No,,Optional,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4908,BMW,I3 REX,2020,5 HB,PC,RWD,1,,Uni-Body,4,"1,3,4,6",-,3968.0,3968.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,No,No,,Optional,No,,Optional,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4909,BMW,I8,2020,2 DR,PC,AWD,1,,Uni-Body,4,"1,3,4,6",-,4233.0,4233.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,,Standard,Curtain,"1,3,4,6",Roof,TBD,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3",,,, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,Standard,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4910,BMW,I8 ROADSTER,2020,C,PC,AWD,1,,Uni-Body,2,"1,3",-,4189.0,4189.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,,Standard,Head/Torso,"1, 3",Roof,TBD,,Standard,Torso,"1,3",Seat,Standard,"1,3",,"1,3",,,, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,Standard,,Standard,No,,Standard,No,,,Standard,Pelvis,"1,3",Seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4911,BMW,M2 COMPETITION,2020,2 DR,PC,RWD,1,,Uni-Body,4,"1,3,4,6",-,4430.0,4430.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4912,BMW,M4,2020,C,PC,RWD,1,,Uni-Body,4,"1,3,4,6",-,4850.0,4895.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head/Torso,"1,3",Seat,Yes,,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4913,BMW,M4,2020,2 DR,PC,RWD,1,,Uni-Body,4,"1,3,4,6",-,4500.0,4545.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4914,BMW,M5,2020,4 DR,PC,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,5380.0,5380.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6","1,3",,Standard, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4918,BMW,X1,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,4575.0,4729.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,Standard,,Standard,No,,Standard,No,,,,,-,-,5.0,10174.0,WBXHT3C33J5F91601,4.0,5.0,,,,,4.0,3630.0,"FRONTAL AIR BAG,KNEE AIR BAG",328.057,27.799,1144.717,1462.704,0.32,1601.457,264.611,186.789,12.404,1374.721,1193.188,0.31,777.019,303.268,10176.0,WBXHU7C31J5H40320,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",143.06,21.366,683.055,2161.121,192.859,2834.283,10177.0,WBXHU7C32J5H40357,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",278.213,3624.77,0.143,1.2897,No Tip,,,4.0,,
4919,BMW,X1,2020,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6",-,4575.0,4729.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,Standard,,Standard,No,,Standard,No,,,,,-,-,5.0,10174.0,WBXHT3C33J5F91601,4.0,5.0,,,,,4.0,3630.0,"FRONTAL AIR BAG,KNEE AIR BAG",328.057,27.799,1144.717,1462.704,0.32,1601.457,264.611,186.789,12.404,1374.721,1193.188,0.31,777.019,303.268,10176.0,WBXHU7C31J5H40320,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",143.06,21.366,683.055,2161.121,192.859,2834.283,10177.0,WBXHU7C32J5H40357,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",278.213,3624.77,0.157,1.2565,No Tip,,,4.0,,
4920,BMW,X2,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,4597.0,4828.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,Standard,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4921,BMW,X2,2020,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6",-,4597.0,4828.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Standard,Standard,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4922,BMW,X3,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,5203.0,5412.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Optional,Optional,,Standard,No,,Standard,No,,,,,-,-,5.0,10681.0,5UXTR9C52KLD94893,5.0,5.0,,,,,5.0,4057.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",101.58,21.213,517.805,1246.817,0.21,898.447,282.721,176.406,14.794,815.045,508.627,0.38,620.245,320.857,10683.0,5UXTR7C53KLF30114,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",63.462,12.204,680.543,1224.912,132.744,3533.811,10684.0,5UXTR7C57KLF34067,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",281.449,2775.75,0.171,1.2256,No Tip,,,4.0,,
4923,BMW,X3,2020,SUV,MPV,RWD,1,,Uni-Body,5,"1,3,4,5,6",-,5203.0,5412.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Optional,Optional,,Standard,No,,Standard,No,,,,,-,-,5.0,10681.0,5UXTR9C52KLD94893,5.0,5.0,,,,,5.0,4057.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",101.58,21.213,517.805,1246.817,0.21,898.447,282.721,176.406,14.794,815.045,508.627,0.38,620.245,320.857,10683.0,5UXTR7C53KLF30114,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",63.462,12.204,680.543,1224.912,132.744,3533.811,10684.0,5UXTR7C57KLF34067,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",281.449,2775.75,0.172,1.224,No Tip,,,4.0,,
4925,BMW,X3 M,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,5510.0,5510.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,TBD,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Optional,Optional,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4926,BMW,X4,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,5225.0,5401.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Optional,Optional,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4927,BMW,X4 M,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",-,5510.0,5510.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,TBD,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,5,4,6",,,Optional, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,Standard,,Optional,Optional,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4928,BMW,X5,2020,SUV,MPV,AWD,1,,Uni-Body,5 or 7,"1,3,4,5,6 or 1,3,4,5,6,7,9","Optional 3rd row seating with 7 seats (1,3,4,5,6,7,9)",6162.0,6460.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6,",Seat,Standard,"1,3",,"1,3,5,4,6","1,3",,Standard, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,No,,Standard,No,,Standard,No,,Standard,No,,,,, , ,4.0,10642.0,5UXCR6C52KLK87127,4.0,4.0,,,,,4.0,4728.0,"FRONTAL AIR BAG,KNEE AIR BAG",209.129,32.795,2827.812,2596.192,0.34,1365.628,498.432,341.809,19.333,2345.619,1857.546,0.35,976.881,398.42,10645.0,5UXCR6C57KLK79699,5.0,5.0,5.0,5.0,5.0,,,,"These ratings do not apply to vehicles with the optional ""comfort bench"" rear seat",5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",72.253,15.724,579.785,1240.983,47.681,2597.082,10640.0,5UXCR6C50KLK80029,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",308.431,3541.896,0.159,1.2506,No Tip,,,4.0,,
4929,BMW,X5,2020,SUV,MPV,RWD,1,,Uni-Body,5 or 7,"1,3,4,5,6 or 1,3,4,5,6,7,9","Optional 3rd row seating with 7 seats (1,3,4,5,6,7,9)",6162.0,6460.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6,",Seat,Standard,"1,3",,"1,3,5,4,6","1,3",,Standard, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,No,,Standard,No,,Standard,No,,Standard,No,,,,, , ,,10642.0,5UXCR6C52KLK87127,4.0,4.0,,,,,4.0,4728.0,"FRONTAL AIR BAG,KNEE AIR BAG",209.129,32.795,2827.812,2596.192,0.34,1365.628,498.432,341.809,19.333,2345.619,1857.546,0.35,976.881,398.42,10645.0,5UXCR6C57KLK79699,5.0,5.0,5.0,5.0,5.0,,,,"These ratings do not apply to vehicles with the optional ""comfort bench"" rear seat",5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",72.253,15.724,579.785,1240.983,47.681,2597.082,10640.0,5UXCR6C50KLK80029,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",308.431,3541.896,0.159,,No Tip,,,,,
4934,BMW,X7,2020,SUV,MPV,AWD,1,,Uni-Body,6 or 7,"1,3,4,5,6,7,9 or 1,3,4,6,7,9","Optional 6 Seats (Business Lounge 1,3,4,6,7,9)",6989.0,7253.0,Standard,"4,6",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6,7,9",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,5,4,6","1,3",,Standard, ,,,Standard,"1,3,4,6",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,No,,Standard,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4935,BMW,Z4,2020,C,PC,RWD,1,,Uni-Body,2,"1,3",-,3880.0,4101.0,,,Standard,"1,3",Standard,"1,3",,"1,3",,3,Standard,Head/Torso,"1,3",Seat,Yes,,Standard,Torso,"1,3",Seat,Standard,"1,3",,"1,3",,,Optional, ,,,Standard,"1,3",Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Standard,No,,Optional,No,,Standard,No,,Standard,No,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
4938,BUICK,ENCORE,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6", ,4286.0,4409.0,Standard,"1,3,4,6",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,1,Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",optional,Optional,,optional,Optional,,,No,,,No,,, , , , ,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.179,1.21,No Tip,,,4.0,,
4939,BUICK,ENCORE,2020,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6", ,4286.0,4409.0,Standard,"1,3,4,6",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,1,Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",optional,Optional,,optional,Optional,,,No,,,No,,, , , , ,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.198,1.18,No Tip,,,4.0,,
4940,BUICK,ENCORE GX,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6", ,4211.0,4409.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,1,Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",standard,Standard,,standard,Standard,,standard,Standard,,standard,Standard,,, , , , ,4.0,11056.0,KL4MMESL3LB085252,5.0,3.0,,,,,4.0,3282.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",231.957,21.786,369.483,929.737,0.27,800.29,141.667,582.541,14.057,1604.037,2847.257,0.28,530.791,466.157,11055.0,KL4MMBS2XLB073430,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",80.517,25.703,746.183,1758.158,144.513,3515.685,11054.0,KL4MMBS20LB070343,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",336.514,2630.681,0.179,1.21,No Tip,,,4.0,,
4941,BUICK,ENCORE GX,2020,SUV,MPV,FWD,1,,Uni-Body,5,"1,3,4,5,6", ,4211.0,4409.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,6",,,Optional, ,,,Standard,1,Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",standard,Standard,,standard,Standard,,standard,Standard,,standard,Standard,,, , , , ,4.0,11056.0,KL4MMESL3LB085252,5.0,3.0,,,,,4.0,3282.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",231.957,21.786,369.483,929.737,0.27,800.29,141.667,582.541,14.057,1604.037,2847.257,0.28,530.791,466.157,11055.0,KL4MMBS2XLB073430,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",80.517,25.703,746.183,1758.158,144.513,3515.685,11054.0,KL4MMBS20LB070343,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",336.514,2630.681,0.185,1.2,No Tip,,,4.0,,
4942,BUICK,ENVISION,2020,SUV,MPV,AWD,1,,Uni-Body,5,"1, 3, 4, 5, 6", ,4638.0,5078.0,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional, ,,,Standard,1,Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,, , , , ,5.0,9961.0,LRBFXESX3GD167838,4.0,4.0,,,,,4.0,3989.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",220.495,27.689,489.891,1177.278,0.32,1207.168,118.251,161.331,17.942,1024.443,2506.065,0.51,757.405,136.94,9962.0,LRBFXFSX1GD192193,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",76.012,20.279,689.803,1321.585,80.868,2187.814,9963.0,LRBFXFSX6GD172666,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",246.503,2123.781,0.159,1.25,No Tip,,,4.0,,
4943,BUICK,ENVISION,2020,SUV,MPV,FWD,1,,Uni-Body,5,"1, 3, 4, 5, 6", ,4638.0,5078.0,Standard,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional, ,,,Standard,1,Standard,Standard, ,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,, , , , ,,9961.0,LRBFXESX3GD167838,4.0,4.0,,,,,4.0,3989.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",220.495,27.689,489.891,1177.278,0.32,1207.168,118.251,161.331,17.942,1024.443,2506.065,0.51,757.405,136.94,9962.0,LRBFXFSX1GD192193,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",76.012,20.279,689.803,1321.585,80.868,2187.814,9963.0,LRBFXFSX6GD172666,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",246.503,2123.781,0.159,,No Tip,,,,,
